Al_sulfate_mol,Fe_sulfate_mol,Cu_sulfate_mol,Co_sulfate_mol,Ni_sulfate_mol,Mn_sulfate_mol,chem,temp,NaOH_stock,NaOH_mole,BattLeachate_volume
0.1417,0.08031,0.4554,0.3867,0.9404,0.5987,NMC532,25,1,0.1512,1
0.01338,0.03389,0.238,0.342,0.9502,0.3104,NMC622,25,1,0.3976,1
0.1393,0.09055,0.09815,0.5705,1.618,0.5694,NMC622,25,1,0.1761,1
0.1176,0.06136,0.1037,0.05378,0.4614,0.05427,NMC811,25,1,0.1098,1
0.07167,0.09907,0.05721,0.5333,1.857,0.6018,NMC622,25,1,0.08103,1
0.1904,0.07683,0.3095,0.7443,1.377,0.5433,NMC523,25,1,0.118,1
0.1376,0.08489,0.1258,0.03367,0.07868,0.04642,NMC532,25,1,0.02175,1
0.1208,0.04379,0.2386,0.4869,0.4537,0.4669,NMC111,25,1,0.4761,1
0.04294,0.1077,0.1973,0.05421,0.1255,0.08528,NMC532,25,1,0.2572,1
0.2266,0.008716,0.2445,0.309,0.7541,0.4877,NMC532,25,1,0.1113,1
0.1374,0.02996,0.008845,0.335,2.426,0.3083,NMC811,25,1,0.5383,1
0.1409,0.01044,0.2974,0.07658,0.6065,0.08271,NMC811,25,1,1.073,1
0.1049,0.06227,0.2013,0.6431,1.794,0.59,NMC622,25,1,0.0538,1
0.1347,0.1108,0.3654,0.1975,0.6195,0.3309,NMC532,25,1,0.02519,1
0.1636,0.02341,0.3746,0.06871,0.1758,0.1161,NMC532,25,1,0.2049,1
0.2194,0.0311,0.2577,0.2324,1.776,0.216,NMC811,25,1,0.05155,1
0.2052,0.0888,0.3169,0.6112,0.5827,0.6193,NMC111,25,1,0.4309,1
0.136,0.006378,0.4099,0.1146,0.3472,0.1067,NMC622,25,1,0.04019,1
0.01147,0.02581,0.3084,0.3413,0.5257,0.2273,NMC523,25,1,0.3252,1
0.1336,0.01091,0.1272,0.2187,1.961,0.2651,NMC811,25,1,0.1918,1
0.2005,0.006757,0.1258,0.3688,0.8945,0.5382,NMC532,25,1,0.375,1
0.05168,0.1087,0.09097,0.4566,1.315,0.7459,NMC532,25,1,0.1844,1
0.2247,0.02164,0.3097,0.03427,0.07859,0.04942,NMC532,25,1,0.6496,1
0.0772,0.007898,0.2921,0.3055,0.8421,0.4545,NMC532,25,1,0.06263,1
0.04465,0.1089,0.07874,0.3072,0.5733,0.2138,NMC523,25,1,0.0534,1
0.02496,0.03151,0.204,0.9757,0.8405,0.8993,NMC111,25,1,0.4268,1
0.1307,0.002923,0.3173,0.2885,2.126,0.3022,NMC811,25,1,0.3102,1
0.1739,0.06158,0.107,0.2437,1.96,0.2338,NMC811,25,1,0.4238,1
0.01553,0.02168,0.2314,0.8957,0.9108,1.049,NMC111,25,1,0.4299,1
0.008093,0.05934,0.1456,0.2435,1.793,0.2335,NMC811,25,1,1.253,1
0.04793,0.1072,0.08417,0.3936,0.3942,0.3549,NMC111,25,1,0.02166,1
0.1712,0.06353,0.3547,0.151,0.225,0.08633,NMC523,25,1,0.4431,1
0.05296,0.04105,0.09139,0.4284,1.326,0.4418,NMC622,25,1,0.338,1
0.1729,0.05114,0.1772,0.1344,0.3446,0.1953,NMC532,25,1,0.038,1
0.1526,0.08546,0.1802,0.2492,0.8089,0.2491,NMC622,25,1,0.1438,1
0.108,0.004132,0.1784,0.3416,0.5287,0.2271,NMC523,25,1,0.2731,1
0.1416,0.005207,0.2801,0.01743,0.03932,0.0253,NMC532,25,1,0.6136,1
0.1932,0.03598,0.3161,0.6146,1.428,0.8704,NMC532,25,1,0.02996,1
0.1294,0.03679,0.4351,0.3273,0.5741,0.214,NMC523,25,1,0.1071,1
0.2055,0.03435,0.04326,0.01733,0.04451,0.02724,NMC532,25,1,0.1427,1
0.02434,0.08654,0.2697,0.0854,0.1305,0.05531,NMC523,25,1,0.9117,1
0.08753,0.07992,0.3029,0.7455,0.6931,0.733,NMC111,25,1,1.062,1
0.1532,0.06404,0.3599,0.3747,0.8932,0.55,NMC532,25,1,0.464,1
0.16,0.01132,0.1525,0.01754,0.1414,0.01627,NMC811,25,1,0.2872,1
0.02386,0.01326,0.3942,0.06848,0.5683,0.0704,NMC811,25,1,0.1274,1
0.1208,0.05296,0.3129,0.2775,0.4502,0.1824,NMC523,25,1,0.1727,1
0.05154,0.07072,0.1252,0.8338,1.555,0.5635,NMC523,25,1,0.1014,1
0.2205,0.08308,0.3596,0.2308,2.042,0.2385,NMC811,25,1,0.5499,1
0.1115,0.03013,0.3813,0.08032,0.2425,0.1282,NMC532,25,1,0.6039,1
0.06406,0.08455,0.3649,0.5032,1.524,0.8265,NMC532,25,1,0.6288,1
0.09414,0.1053,0.427,0.1645,0.468,0.1372,NMC622,25,1,0.1439,1
0.06147,0.02975,0.43,0.3703,0.894,0.5236,NMC532,25,1,0.4895,1
0.07482,0.05268,0.4301,0.2202,0.677,0.2523,NMC622,25,1,0.1389,1
0.06198,0.01662,0.06333,0.7706,1.3,0.5314,NMC523,25,1,0.7705,1
0.0265,0.03351,0.4367,0.2044,0.3597,0.1558,NMC523,25,1,0.08508,1
0.04328,0.03042,0.3641,0.4029,0.3534,0.3888,NMC111,25,1,0.224,1
0.02033,0.09501,0.1765,0.3082,0.4883,0.1768,NMC523,25,1,0.7864,1
0.2227,0.03069,0.3558,0.1097,0.7583,0.1056,NMC811,25,1,1.072,1
0.0271,0.0743,0.2397,0.2035,0.6673,0.2312,NMC622,25,1,0.1608,1
0.1934,0.04492,0.2598,0.4257,0.5925,0.2661,NMC523,25,1,0.5802,1
0.1544,0.0795,0.1283,0.1948,1.521,0.2102,NMC811,25,1,0.1202,1
0.01353,0.105,0.4166,0.2909,0.3108,0.3139,NMC111,25,1,0.5939,1
0.2189,0.0265,0.4002,0.04313,0.3176,0.04017,NMC811,25,1,0.1166,1
0.09442,0.08015,0.4068,0.1137,0.9472,0.1191,NMC811,25,1,0.9793,1
0.2113,0.09384,0.08492,0.2413,2.038,0.2681,NMC811,25,1,0.2315,1
0.2142,0.07959,0.03673,0.7597,0.7369,0.7494,NMC111,25,1,0.02098,1
0.1547,0.1047,0.1057,0.1483,0.9976,0.141,NMC811,25,1,0.06387,1
0.04958,0.07626,0.3425,0.7055,0.7543,0.7767,NMC111,25,1,0.06441,1
0.0194,0.08359,0.1516,0.4399,0.4426,0.462,NMC111,25,1,0.8692,1
0.1456,0.02913,0.3912,0.5932,1.907,0.5811,NMC622,25,1,0.9295,1
0.03586,0.09748,0.1034,0.5656,1.794,0.6103,NMC622,25,1,0.05124,1
0.08537,0.07582,0.2935,0.9427,0.9021,0.9241,NMC111,25,1,0.1486,1
0.09668,0.03571,0.05149,0.1928,0.19,0.1821,NMC111,25,1,1.138,1
0.1074,0.1086,0.185,0.294,0.5321,0.2077,NMC523,25,1,0.03411,1
0.08638,0.07144,0.4279,0.0414,0.1126,0.06444,NMC532,25,1,0.05944,1
0.05074,0.0256,0.1544,0.6352,0.6283,0.608,NMC111,25,1,0.09468,1
0.04456,0.04798,0.01979,0.1725,1.26,0.16,NMC811,25,1,0.1575,1
0.1911,0.03523,0.07163,0.613,1.07,0.4183,NMC523,25,1,0.2073,1
0.1564,0.05828,0.157,0.2311,1.81,0.2403,NMC811,25,1,0.3962,1
0.2189,0.002201,0.1523,0.1333,0.4091,0.1308,NMC622,25,1,0.9782,1
0.06388,0.03765,0.05199,0.03395,0.1001,0.03225,NMC622,25,1,0.138,1
0.1419,0.01041,0.4479,0.1814,1.194,0.1633,NMC811,25,1,0.08473,1
0.09435,0.09277,0.3626,0.7392,0.7349,0.7109,NMC111,25,1,0.5701,1
0.0312,0.06996,0.3887,0.6849,0.6617,0.6524,NMC111,25,1,0.03578,1
0.04677,0.04507,0.3855,0.1947,1.595,0.1919,NMC811,25,1,0.2227,1
0.08076,0.01199,0.088,0.3592,0.9595,0.5344,NMC532,25,1,0.04477,1
0.1292,0.0383,0.209,0.2628,0.7221,0.2589,NMC622,25,1,0.3826,1
0.1642,0.009785,0.1277,0.4853,0.8558,0.3311,NMC523,25,1,0.8276,1
0.03545,0.07414,0.262,0.2476,0.6588,0.4081,NMC532,25,1,0.04188,1
0.1995,0.08295,0.329,0.8316,1.502,0.6,NMC523,25,1,0.4338,1
0.04944,0.1046,0.4166,0.4696,1.6,0.5312,NMC622,25,1,0.02023,1
0.1483,0.07286,0.2898,0.1235,0.3414,0.1176,NMC622,25,1,0.05059,1
0.1967,0.07436,0.2466,0.5064,1.631,0.5276,NMC622,25,1,0.03167,1
0.04522,0.06093,0.4576,0.1505,1.13,0.1479,NMC811,25,1,0.2846,1
0.2231,0.04529,0.1968,0.3213,0.932,0.3125,NMC622,25,1,0.08915,1
0.177,0.07969,0.2012,0.5868,0.6003,0.6228,NMC111,25,1,0.04204,1
0.01475,0.1086,0.1146,0.09303,0.2264,0.1359,NMC532,25,1,0.4934,1
0.1629,0.008422,0.3162,0.4732,1.116,0.6589,NMC532,25,1,0.2771,1
0.1656,0.008798,0.3408,0.4785,1.21,0.77,NMC532,25,1,0.894,1
0.05943,0.09668,0.3783,0.1198,0.9156,0.1253,NMC811,25,1,0.06599,1
0.02569,0.04171,0.402,0.6107,0.9257,0.3826,NMC523,25,1,0.05411,1
0.1171,0.09397,0.1157,0.1705,1.39,0.1554,NMC811,25,1,0.779,1
0.06479,0.08772,0.3661,0.3943,1.275,0.3964,NMC622,25,1,0.5993,1
0.1296,0.01627,0.2212,0.4286,1.194,0.4125,NMC622,25,1,0.02172,1
0.06442,0.04067,0.3076,0.5033,1.404,0.4549,NMC622,25,1,0.2948,1
0.186,0.08963,0.1028,0.5527,1.481,0.5134,NMC622,25,1,0.09212,1
0.1755,0.08282,0.09069,0.2358,2.048,0.254,NMC811,25,1,1.085,1
0.006372,0.09567,0.1206,0.3496,0.9628,0.3235,NMC622,25,1,0.0997,1
0.1941,0.06097,0.1397,0.02776,0.03125,0.02951,NMC111,25,1,1.186,1
0.2084,0.008714,0.08525,0.2837,0.8347,0.2832,NMC622,25,1,0.6118,1
0.1398,0.09343,0.2695,0.754,0.7605,0.7174,NMC111,25,1,0.1078,1
0.0449,0.0355,0.03531,0.3232,0.3123,0.3255,NMC111,25,1,0.6038,1
0.08096,0.05696,0.4371,0.2526,0.6332,0.3981,NMC532,25,1,0.165,1
0.05233,0.09717,0.3439,0.416,0.6971,0.2707,NMC523,25,1,0.08722,1
0.04828,0.04425,0.1314,0.2848,2.292,0.2504,NMC811,25,1,0.3723,1
0.1681,0.09776,0.1685,0.2957,0.6783,0.415,NMC532,25,1,0.05126,1
0.1263,0.09829,0.3376,0.4593,1.126,0.4132,NMC622,25,1,0.02796,1
0.169,0.05977,0.2136,0.2136,0.4508,0.2998,NMC532,25,1,0.2395,1
0.1885,0.06744,0.1978,0.2965,2.125,0.2772,NMC811,25,1,0.6363,1
0.1625,0.06435,0.2431,0.5571,1.722,0.552,NMC622,25,1,0.05106,1
0.1963,0.03672,0.05429,0.6733,0.6281,0.7072,NMC111,25,1,0.9828,1
0.08824,0.04259,0.09528,0.5877,1.715,0.6151,NMC622,25,1,0.04261,1
0.2054,0.0178,0.2236,0.3716,0.3839,0.4272,NMC111,25,1,1.273,1
0.09573,0.0943,0.3551,0.3221,1.031,0.3233,NMC622,25,1,0.1134,1
0.1468,0.05902,0.08886,0.4605,1.55,0.5361,NMC622,25,1,0.03025,1
0.06513,0.1005,0.2262,0.4064,0.612,0.2731,NMC523,25,1,0.7879,1
0.05933,0.08636,0.3985,0.08795,0.1477,0.06395,NMC523,25,1,0.094,1
0.2217,0.0927,0.08717,0.4653,0.7275,0.2949,NMC523,25,1,0.02981,1
0.2042,0.01133,0.03751,0.4122,1.26,0.4225,NMC622,25,1,0.07286,1
0.1429,0.009083,0.343,0.1783,1.418,0.1788,NMC811,25,1,0.03259,1
0.006307,0.04918,0.3373,0.1044,0.8551,0.1088,NMC811,25,1,0.09066,1
0.08165,0.01157,0.4067,0.06778,0.218,0.07199,NMC622,25,1,0.04949,1
0.07016,0.00561,0.1468,0.5,0.4777,0.5046,NMC111,25,1,0.06817,1
0.157,0.008584,0.3528,0.05437,0.05301,0.05364,NMC111,25,1,0.8723,1
0.02297,0.1108,0.2894,0.8735,0.9381,0.8977,NMC111,25,1,0.7608,1
0.005587,0.1042,0.439,0.8046,0.8338,0.7418,NMC111,25,1,1.475,1
0.1733,0.09294,0.4303,0.4511,1.102,0.6273,NMC532,25,1,0.1268,1
0.1163,0.09046,0.4048,0.6151,1.699,0.5656,NMC622,25,1,0.02384,1
0.1694,0.07164,0.2906,0.03225,0.2539,0.03195,NMC811,25,1,0.07781,1
0.2163,0.1029,0.4484,0.4925,0.5325,0.5247,NMC111,25,1,1.253,1
0.1578,0.07438,0.2263,0.08186,0.6988,0.07546,NMC811,25,1,1.168,1
0.01462,0.001797,0.05149,0.4659,1.374,0.4392,NMC622,25,1,0.2307,1
0.1886,0.0413,0.4068,0.2973,2.34,0.286,NMC811,25,1,0.1709,1
0.07585,0.05046,0.0921,0.2315,0.2585,0.2607,NMC111,25,1,0.04271,1
0.00538,0.09524,0.3653,0.1926,1.394,0.2021,NMC811,25,1,0.08443,1
0.1315,0.04407,0.4144,0.7539,1.327,0.5128,NMC523,25,1,0.6138,1
0.03647,0.0984,0.1702,0.9538,0.9036,0.8887,NMC111,25,1,0.02658,1
0.03456,0.1011,0.45,0.9155,0.9808,0.9255,NMC111,25,1,0.02503,1
0.06253,0.004247,0.4508,0.4803,1.306,0.4532,NMC622,25,1,1.076,1
0.02582,0.01466,0.01874,0.3559,0.3067,0.3325,NMC111,25,1,0.1378,1
0.1051,0.09466,0.1244,0.01067,0.02386,0.01527,NMC532,25,1,1.182,1
0.05421,0.01238,0.2383,0.2085,0.6631,0.2251,NMC622,25,1,1.118,1
0.01718,0.04453,0.1885,0.35,0.9037,0.5669,NMC532,25,1,0.2188,1
0.08611,0.08152,0.2118,0.3159,0.9507,0.3112,NMC622,25,1,0.02809,1
0.0985,0.07005,0.03356,0.7647,0.6659,0.7503,NMC111,25,1,0.4275,1
0.1401,0.01918,0.2898,0.6936,0.6717,0.6473,NMC111,25,1,0.5524,1
0.2049,0.03804,0.3873,0.3597,0.5591,0.2243,NMC523,25,1,0.7917,1
0.02825,0.03139,0.3071,0.4856,1.226,0.7876,NMC532,25,1,0.2657,1
0.1854,0.06949,0.2648,0.1981,0.5957,0.1991,NMC622,25,1,0.03312,1
0.06051,0.03426,0.2975,0.8432,1.451,0.5518,NMC523,25,1,0.3472,1
0.1003,0.04104,0.4072,0.05588,0.4173,0.05571,NMC811,25,1,0.3572,1
0.0435,0.08812,0.3159,0.5085,1.123,0.7242,NMC532,25,1,0.05055,1
0.01685,0.04825,0.09173,0.5205,0.806,0.3211,NMC523,25,1,0.6293,1
0.02321,0.01165,0.4195,0.09232,0.2532,0.09678,NMC622,25,1,0.08838,1
0.2023,0.05498,0.449,0.2739,0.778,0.2512,NMC622,25,1,0.1492,1
0.1362,0.08327,0.3009,0.01992,0.1541,0.02065,NMC811,25,1,0.08708,1
0.1262,0.02714,0.355,0.09072,0.7008,0.09339,NMC811,25,1,0.02154,1
0.225,0.09807,0.1992,0.04546,0.04811,0.04403,NMC111,25,1,0.6044,1
0.0674,0.07675,0.4511,0.02475,0.02527,0.02321,NMC111,25,1,1.101,1
0.1541,0.08318,0.05439,0.3634,0.9706,0.3254,NMC622,25,1,1.384,1
0.1075,0.03972,0.3885,0.6589,0.6355,0.7081,NMC111,25,1,0.02495,1
0.1591,0.02131,0.405,0.05556,0.1336,0.08182,NMC532,25,1,0.03511,1
0.1767,0.1097,0.2568,0.03646,0.3086,0.0319,NMC811,25,1,1.353,1
0.05944,0.005689,0.1083,0.7797,0.736,0.7395,NMC111,25,1,0.4112,1
0.1649,0.07693,0.1232,0.5771,0.588,0.6083,NMC111,25,1,0.03566,1
0.1969,0.04535,0.2539,0.2437,0.2731,0.2497,NMC111,25,1,0.04288,1
0.1778,0.0743,0.3346,0.08459,0.2517,0.1288,NMC532,25,1,0.02267,1
0.2044,0.06784,0.1398,0.06002,0.5365,0.0691,NMC811,25,1,0.734,1
0.1481,0.0557,0.1371,0.0257,0.07696,0.02652,NMC622,25,1,0.4041,1
0.09843,0.06205,0.2275,0.0901,0.09804,0.09814,NMC111,25,1,0.2421,1
0.1983,0.1074,0.3814,0.62,1.398,0.9186,NMC532,25,1,0.04651,1
0.09617,0.04639,0.07517,0.535,1.602,0.5795,NMC622,25,1,0.5353,1
0.0632,0.06439,0.04069,0.2346,0.5709,0.2831,NMC532,25,1,0.9251,1
0.1394,0.01691,0.3245,0.1268,1.037,0.1253,NMC811,25,1,0.2722,1
0.1189,0.05257,0.03218,0.06951,0.6224,0.07497,NMC811,25,1,0.1923,1
0.05743,0.02659,0.08242,0.2275,0.2334,0.2301,NMC111,25,1,0.7118,1
0.1538,0.09387,0.2085,0.548,1.554,0.8975,NMC532,25,1,0.6353,1
0.2035,0.08082,0.3839,0.2001,1.591,0.212,NMC811,25,1,0.09256,1
0.1902,0.06154,0.3228,0.3209,0.9778,0.2977,NMC622,25,1,0.4359,1
0.06583,0.03946,0.1775,0.09446,0.281,0.09796,NMC622,25,1,0.1395,1
0.1131,0.005949,0.2888,0.1026,0.2739,0.1009,NMC622,25,1,0.03497,1
0.15,0.002017,0.3402,0.909,0.8876,0.8502,NMC111,25,1,0.04712,1
0.07671,0.09779,0.05641,0.241,0.6502,0.3968,NMC532,25,1,0.02512,1
0.1794,0.105,0.02806,0.1132,1,0.1172,NMC811,25,1,0.1532,1
0.1634,0.09638,0.05563,0.9022,0.8535,0.9174,NMC111,25,1,0.6145,1
0.2131,0.001843,0.2876,0.2405,0.5574,0.3742,NMC532,25,1,0.1845,1
0.07385,0.07415,0.4529,0.3038,2.493,0.2821,NMC811,25,1,0.1764,1
0.146,0.1022,0.3204,0.225,0.7288,0.2419,NMC622,25,1,0.1234,1
0.03386,0.06274,0.08462,0.586,1.035,0.3787,NMC523,25,1,0.9823,1
0.02966,0.08276,0.4289,0.1657,0.4997,0.1676,NMC622,25,1,0.0241,1
0.01651,0.05228,0.1852,0.2804,2.478,0.2918,NMC811,25,1,0.06586,1
0.04687,0.01029,0.2585,0.4588,0.4472,0.4795,NMC111,25,1,0.3808,1
0.155,0.002832,0.0869,0.526,1.264,0.7123,NMC532,25,1,0.0206,1
0.2236,0.003643,0.1223,0.3455,0.8798,0.575,NMC532,25,1,1.258,1
0.06809,0.0902,0.211,0.06775,0.06873,0.06601,NMC111,25,1,0.3228,1
0.192,0.09864,0.1756,0.3912,1.362,0.4303,NMC622,25,1,0.1084,1
0.0849,0.0631,0.4482,0.3222,0.7981,0.4921,NMC532,25,1,0.04564,1
0.07203,0.02735,0.1507,0.2093,0.2063,0.1981,NMC111,25,1,0.518,1
0.1989,0.08379,0.01423,0.02951,0.2235,0.02716,NMC811,25,1,0.06293,1
0.2248,0.05083,0.04551,0.0868,0.7243,0.08696,NMC811,25,1,0.1861,1
0.213,0.069,0.4085,0.3601,0.3115,0.3376,NMC111,25,1,0.2808,1
0.1569,0.109,0.153,0.08663,0.2167,0.1307,NMC532,25,1,0.04495,1
0.05038,0.04054,0.1455,0.2396,1.968,0.224,NMC811,25,1,0.02987,1
0.01348,0.05892,0.3281,0.2641,2.299,0.2875,NMC811,25,1,0.5945,1
0.06134,0.1061,0.3684,0.2733,0.7302,0.2323,NMC622,25,1,0.09695,1
0.1901,0.03709,0.1666,0.9511,0.9476,0.8924,NMC111,25,1,1.088,1
0.168,0.1085,0.4116,0.2505,1.894,0.2331,NMC811,25,1,0.3005,1
0.2008,0.09155,0.0612,0.154,0.5138,0.1679,NMC622,25,1,0.1385,1
0.02896,0.02324,0.03163,0.02845,0.2202,0.02642,NMC811,25,1,0.02152,1
0.1066,0.05157,0.4315,0.9825,0.9922,0.9643,NMC111,25,1,1.397,1
0.02504,0.03456,0.1827,0.2438,0.6456,0.3412,NMC532,25,1,0.3045,1
0.09278,0.01938,0.2074,0.218,0.6821,0.2116,NMC622,25,1,0.2257,1
0.2003,0.08991,0.1152,0.03299,0.08974,0.05185,NMC532,25,1,0.0329,1
0.1603,0.03376,0.4248,0.03497,0.3334,0.03825,NMC811,25,1,0.2034,1
0.07567,0.006306,0.3064,0.2344,0.6531,0.3614,NMC532,25,1,0.4602,1
0.1916,0.02597,0.4183,0.08479,0.6627,0.09001,NMC811,25,1,0.3485,1
0.03425,0.03358,0.2902,0.788,1.506,0.6124,NMC523,25,1,0.05496,1
0.006247,0.04885,0.237,0.2195,0.5368,0.3225,NMC532,25,1,0.04785,1
0.2218,0.07903,0.165,0.2538,0.6154,0.3172,NMC532,25,1,0.1471,1
0.1897,0.04198,0.2828,0.3507,0.922,0.5317,NMC532,25,1,0.04874,1
0.2016,0.0398,0.1336,0.2581,2.343,0.2889,NMC811,25,1,0.334,1
0.1751,0.03512,0.1744,0.02667,0.02844,0.02483,NMC111,25,1,0.08152,1
0.03403,0.02068,0.3567,0.6027,1.828,0.5819,NMC622,25,1,0.1337,1
0.1767,0.06102,0.07476,0.2497,2.007,0.2248,NMC811,25,1,0.1905,1
0.08715,0.0723,0.3429,0.4343,0.7537,0.3142,NMC523,25,1,0.4467,1
0.07126,0.1097,0.0553,0.2374,1.975,0.2345,NMC811,25,1,0.1777,1
0.08629,0.07719,0.08838,0.4512,1.386,0.4822,NMC622,25,1,0.03523,1
0.04767,0.08824,0.1554,0.5946,1.741,0.5414,NMC622,25,1,0.05231,1
0.1526,0.001995,0.07412,0.6373,1.056,0.4229,NMC523,25,1,0.3852,1
0.1578,0.04408,0.2627,0.1561,0.4657,0.1457,NMC622,25,1,0.2349,1
0.08155,0.1064,0.2388,0.04438,0.1112,0.06765,NMC532,25,1,0.4553,1
0.003693,0.08864,0.2437,0.2645,2.128,0.3152,NMC811,25,1,0.05258,1
0.08938,0.07983,0.07852,0.1979,0.1923,0.1971,NMC111,25,1,0.05934,1
0.1811,0.101,0.3407,0.02143,0.189,0.02177,NMC811,25,1,0.04675,1
0.1015,0.09428,0.0464,0.5519,1.531,0.54,NMC622,25,1,0.3579,1
0.07138,0.0357,0.1041,0.1595,1.364,0.146,NMC811,25,1,0.02262,1
0.1118,0.05381,0.03564,0.1349,1.233,0.1717,NMC811,25,1,0.2486,1
0.1832,0.02578,0.09356,0.07632,0.5862,0.08222,NMC811,25,1,0.07235,1
0.108,0.05166,0.1765,0.7548,1.21,0.5155,NMC523,25,1,0.07123,1
0.1693,0.04682,0.1509,0.173,0.2923,0.1234,NMC523,25,1,0.2758,1
0.2063,0.07501,0.4014,0.2621,1.96,0.2302,NMC811,25,1,0.03165,1
0.06091,0.06241,0.24,0.318,0.2944,0.3358,NMC111,25,1,0.05889,1
0.1436,0.0371,0.4032,0.06109,0.1574,0.08814,NMC532,25,1,0.1341,1
0.1212,0.04997,0.09458,0.1834,0.2955,0.118,NMC523,25,1,1.076,1
0.07491,0.07652,0.1882,0.08032,0.5929,0.06874,NMC811,25,1,1.42,1
0.01595,0.06701,0.3646,0.5371,1.768,0.5586,NMC622,25,1,0.0332,1
0.08701,0.03416,0.4375,0.5756,1.51,0.8049,NMC532,25,1,0.7283,1
0.08812,0.06545,0.09448,0.4503,0.7703,0.2987,NMC523,25,1,0.02913,1
0.1601,0.07551,0.09109,0.2387,0.7135,0.2405,NMC622,25,1,0.3453,1
0.08994,0.07397,0.01106,0.4721,1.636,0.484,NMC622,25,1,0.02009,1
0.2262,0.07377,0.0294,0.4279,1.033,0.5756,NMC532,25,1,0.07601,1
0.1854,0.06719,0.3317,0.4744,0.7745,0.3191,NMC523,25,1,0.5669,1
0.1935,0.08992,0.08206,0.3501,0.8656,0.4854,NMC532,25,1,0.7477,1
0.2105,0.02413,0.2919,0.6213,1.827,0.5562,NMC622,25,1,0.0295,1
0.1523,0.01754,0.3022,0.1065,0.3204,0.0991,NMC622,25,1,0.06462,1
0.05992,0.05427,0.3422,0.2174,0.6874,0.1987,NMC622,25,1,0.02704,1
0.1339,0.0383,0.1343,0.05995,0.1377,0.08653,NMC532,25,1,0.4647,1
0.2246,0.004578,0.2265,0.01065,0.03611,0.01229,NMC622,25,1,0.02394,1
0.1915,0.09152,0.2521,0.03352,0.2785,0.03229,NMC811,25,1,0.02873,1
0.1463,0.07499,0.2299,0.9567,0.9245,0.9372,NMC111,25,1,0.02055,1
0.1298,0.06209,0.1213,0.1696,0.4156,0.2538,NMC532,25,1,0.2774,1
0.02243,0.07298,0.0125,0.2343,1.779,0.229,NMC811,25,1,0.8681,1
0.05495,0.04306,0.1281,1.021,0.9726,0.9393,NMC111,25,1,0.2816,1
0.2143,0.1054,0.165,0.06492,0.1859,0.05964,NMC622,25,1,0.03435,1
0.1172,0.02267,0.075,0.04993,0.08121,0.03366,NMC523,25,1,0.3278,1
0.2015,0.09386,0.3723,0.005588,0.04537,0.005324,NMC811,25,1,0.05032,1
0.1685,0.0238,0.1567,0.2898,2.159,0.3025,NMC811,25,1,0.02539,1
0.04729,0.07041,0.05551,0.265,1.969,0.2373,NMC811,25,1,0.03179,1
0.06818,0.03711,0.3499,0.02415,0.1798,0.02517,NMC811,25,1,0.3632,1
0.1316,0.09154,0.1324,0.01478,0.0312,0.02088,NMC532,25,1,0.02159,1
0.08622,0.1058,0.04164,0.6122,1.033,0.3687,NMC523,25,1,0.1871,1
0.1868,0.06663,0.3203,0.4549,0.7725,0.2915,NMC523,25,1,0.0933,1
0.007891,0.009171,0.1925,0.2525,0.4184,0.1796,NMC523,25,1,0.1204,1
0.1187,0.1072,0.1015,0.7809,1.426,0.5482,NMC523,25,1,0.03801,1
0.1628,0.05715,0.4313,0.3561,1.122,0.3776,NMC622,25,1,0.07354,1
0.1248,0.03922,0.2344,0.1798,1.615,0.192,NMC811,25,1,0.5757,1
0.08681,0.05432,0.3948,0.2697,0.4804,0.2054,NMC523,25,1,1.47,1
0.1615,0.003604,0.2948,0.3354,0.8108,0.429,NMC532,25,1,0.4616,1
0.05949,0.09136,0.03096,0.3481,0.9919,0.3588,NMC622,25,1,0.1375,1
0.1552,0.02751,0.2577,0.3185,0.8158,0.4465,NMC532,25,1,1.038,1
0.1148,0.08044,0.1879,0.5455,0.9374,0.3861,NMC523,25,1,0.2469,1
0.1373,0.09536,0.1755,0.1147,0.1204,0.1155,NMC111,25,1,0.1128,1
0.08729,0.1008,0.03241,0.6141,1.174,0.4518,NMC523,25,1,0.1539,1
0.2104,0.07946,0.06198,0.5356,0.5789,0.5449,NMC111,25,1,0.8467,1
0.08067,0.0797,0.3885,0.5608,0.5845,0.5668,NMC111,25,1,0.05179,1
0.21,0.1036,0.08311,0.1081,0.883,0.1156,NMC811,25,1,0.1966,1
0.2052,0.0211,0.01611,0.2335,0.2319,0.2268,NMC111,25,1,0.172,1
0.1251,0.07461,0.3218,0.3326,2.376,0.2975,NMC811,25,1,0.2749,1
0.2272,0.06784,0.07764,0.1105,0.2816,0.1504,NMC532,25,1,0.1993,1
0.1354,0.005321,0.3165,0.3309,0.8999,0.514,NMC532,25,1,0.06627,1
0.1719,0.04618,0.1833,0.8658,0.8637,0.9681,NMC111,25,1,0.4314,1
0.03773,0.09206,0.3947,0.886,0.8847,0.9239,NMC111,25,1,0.04636,1
0.03813,0.04007,0.1407,0.5337,0.8881,0.3062,NMC523,25,1,0.09728,1
0.09762,0.02504,0.06633,0.3334,0.9205,0.506,NMC532,25,1,1.223,1
0.1393,0.05594,0.3929,0.2851,0.2849,0.2919,NMC111,25,1,0.774,1
0.09471,0.09661,0.3729,0.08247,0.6915,0.07303,NMC811,25,1,0.02306,1
0.1814,0.06961,0.352,0.07454,0.6092,0.07617,NMC811,25,1,0.749,1
